Pseudogene_ID,Control_Count,Diseased_Count
ENSSG645916120,114,115
ENSSG529236597,89,89
ENSSG986613467,93,93
ENSSG188894614,100,200
ENSSG082405791,98,100
ENSSG394669213,109,218
ENSSG070489435,95,100
ENSSG101472478,112,111
ENSSG260132483,111,106
ENSSG834390215,103,101
ENSSG636718878,89,87
ENSSG507796997,98,103
ENSSG493069989,104,52
ENSSG780942740,71,73
ENSSG501006391,114,110
ENSSG491807347,87,86
ENSSG404488395,94,89
ENSSG129506059,99,96
ENSSG106406058,96,93
ENSSG027978998,108,106
ENSSG325341050,103,107
ENSSG121745066,121,121
ENSSG812686575,107,106
ENSSG551654787,115,57
ENSSG204650449,111,111
ENSSG471679307,108,111
ENSSG545241447,103,100
ENSSG006836247,99,104
ENSSG257516529,108,110
ENSSG753910680,118,122
ENSSG271863263,103,100
ENSSG397411224,87,85
ENSSG503669394,96,91
ENSSG043208147,106,111
ENSSG887057543,93,96
ENSSG233610012,99,100
ENSSG889842115,97,93
ENSSG864062129,97,92
ENSSG701744092,87,90
ENSSG215606366,110,55
ENSSG799381001,107,104
ENSSG068243522,99,97
ENSSG389224717,106,107
ENSSG584176933,86,91
ENSSG109618635,124,129
ENSSG299865222,109,218
ENSSG602497810,106,109
ENSSG396551003,108,110
ENSSG061392465,94,90
ENSSG765373759,117,118
ENSSG269567040,84,42
ENSSG994807380,96,94
ENSSG107219286,101,202
ENSSG749222853,89,85
ENSSG077423085,93,186
ENSSG043306452,106,105
ENSSG481485622,102,99
ENSSG056526767,121,119
ENSSG596024647,85,80
ENSSG005718134,94,99
ENSSG843011702,91,45
ENSSG106380414,111,222
ENSSG708249524,106,212
ENSSG102756064,106,212
ENSSG412059491,90,94
ENSSG038615568,111,111
ENSSG862116136,103,102
ENSSG700810008,101,101
ENSSG869341287,111,116
ENSSG112216863,102,105
ENSSG164613680,113,115
ENSSG493343679,95,98
ENSSG850250396,100,99
ENSSG910815092,101,101
ENSSG079326135,101,97
ENSSG987856755,103,100
ENSSG239735469,98,102
ENSSG321011157,100,98
ENSSG242762056,104,105
ENSSG116336762,110,111
ENSSG781537951,104,108
ENSSG446847778,102,99
ENSSG153337138,86,81
ENSSG873632007,97,100
ENSSG251328642,105,101
ENSSG503403841,109,110
ENSSG030311845,94,94
ENSSG432321360,100,104
ENSSG338235906,78,78
ENSSG706269495,110,109
ENSSG348659040,101,105
ENSSG580969648,97,101
ENSSG224764367,98,196
ENSSG236554724,89,89
ENSSG867057205,83,41
ENSSG156491356,108,113
ENSSG234166384,86,89
ENSSG429042546,90,91
ENSSG157403084,94,90
ENSSG453580758,94,94
ENSSG779829995,101,104
ENSSG830148388,96,97
ENSSG683129630,116,111
ENSSG263992258,99,198
ENSSG782925700,112,110
ENSSG999252953,107,104
ENSSG402007179,98,97
ENSSG835930727,95,95
ENSSG540582202,95,91
ENSSG198583409,90,92
ENSSG010145687,101,105
ENSSG346109998,102,101
ENSSG879000791,94,89
ENSSG426887257,113,226
ENSSG243723231,113,116
ENSSG373421202,105,210
ENSSG417707826,81,85
ENSSG114678141,87,84
ENSSG964864453,109,107
ENSSG752369245,92,93
ENSSG602935431,107,102
ENSSG732377213,90,180
ENSSG563092321,111,115
ENSSG786707376,117,113
ENSSG451809553,109,218
ENSSG111473047,97,95
ENSSG228816425,113,108
ENSSG727202904,96,91
ENSSG914118097,98,49
ENSSG964752347,93,98
ENSSG601669146,86,85
ENSSG841180744,100,102
ENSSG027165253,90,92
ENSSG353591912,109,218
ENSSG983181617,109,108
ENSSG148046540,115,115
ENSSG667867527,93,96
ENSSG534240006,79,78
ENSSG347424539,96,92
ENSSG178311840,108,54
ENSSG503097922,101,103
ENSSG289905377,94,47
ENSSG943323106,69,74
ENSSG332779480,102,102
ENSSG077042780,95,100
ENSSG935784188,96,95
ENSSG498690903,97,96
ENSSG028690210,105,105
ENSSG828240217,106,110
ENSSG148779899,99,103
ENSSG695138774,85,88
ENSSG250398668,96,101
ENSSG594749724,109,113
ENSSG599579997,87,90
ENSSG859145406,93,96
ENSSG185816749,87,84
ENSSG494499751,101,50
ENSSG194380370,99,102
ENSSG760197360,100,200
ENSSG515471528,115,120
ENSSG539269121,96,92
ENSSG337041775,100,102
ENSSG766456506,100,200
ENSSG688740302,109,108
ENSSG939057436,93,96
ENSSG925004958,96,48
ENSSG727124478,106,106
ENSSG443212236,121,122
ENSSG423686922,100,104
ENSSG098744303,110,113
ENSSG984578467,102,107
ENSSG051448135,95,100
ENSSG877313168,90,86
ENSSG422866964,122,123
ENSSG466908762,81,76
ENSSG424948262,102,98
ENSSG130988064,98,95
ENSSG715033085,104,99
ENSSG111347802,93,95
ENSSG703597372,112,109
ENSSG206155720,87,89
ENSSG219990692,111,111
ENSSG223306622,104,100
ENSSG574003574,101,202
ENSSG093674099,86,85
ENSSG045623506,105,101
ENSSG234556474,92,94
ENSSG224465024,102,204
ENSSG627865996,95,95
ENSSG415474221,85,84
ENSSG219675671,102,103
ENSSG177445484,115,118
ENSSG973701386,109,107
ENSSG707160024,78,74
ENSSG973247917,83,83
ENSSG989585088,79,78
ENSSG460019550,97,96
ENSSG628986931,119,124
ENSSG738074545,85,81
ENSSG866106117,96,91
ENSSG445503838,111,110
ENSSG052084830,93,97
ENSSG251753755,112,116
ENSSG850097238,89,93
ENSSG562966142,98,98
ENSSG670034739,95,93
ENSSG759657764,104,105
ENSSG159416457,110,220
ENSSG508556289,109,107
ENSSG556282998,96,92
ENSSG069494653,103,106
ENSSG321872993,111,108
ENSSG703046008,126,128
ENSSG686712513,101,105
ENSSG673341930,106,106
ENSSG796037900,99,96
ENSSG124235616,95,96
ENSSG862426406,112,107
ENSSG207749995,90,88
ENSSG718403590,100,99
ENSSG250644772,102,100
ENSSG174865090,99,98
ENSSG958044882,106,102
ENSSG197033847,115,110
ENSSG225535031,89,90
ENSSG825643811,102,204
ENSSG261969640,91,90
ENSSG372204005,92,92
ENSSG897624790,105,101
ENSSG489164524,108,104
ENSSG437408301,94,95
ENSSG448740766,74,78
ENSSG640264724,94,98
ENSSG973889227,101,106
ENSSG593604462,97,96
ENSSG175300964,90,89
ENSSG984546341,111,115
ENSSG220815420,105,100
ENSSG598314615,115,119
ENSSG371093685,83,81
ENSSG133166294,92,91
ENSSG824065513,95,93
ENSSG085926416,85,82
ENSSG952247376,102,103
ENSSG885458163,100,96
ENSSG469144146,92,92
ENSSG469445227,106,212
ENSSG911783606,116,116
ENSSG167331197,102,103
ENSSG859842534,97,94
ENSSG449066093,81,83
ENSSG459637544,103,107
ENSSG442535229,96,99
ENSSG990182422,78,77
ENSSG113538356,88,84
ENSSG939786909,102,98
ENSSG499775994,95,100
ENSSG259379986,84,82
ENSSG858181410,109,109
ENSSG448543508,114,111
ENSSG802385006,99,103
ENSSG659102712,92,95
ENSSG963712308,101,98
ENSSG991251274,97,92
ENSSG914897735,96,48
ENSSG486054198,111,107
ENSSG913602207,104,99
ENSSG000085035,104,109
ENSSG648279118,99,100
ENSSG409372440,94,93
ENSSG599279839,91,89
ENSSG086952464,122,123
ENSSG313024383,111,114
ENSSG710123481,99,100
ENSSG361475042,106,102
ENSSG066333432,107,107
ENSSG328238610,106,104
ENSSG130882982,102,99
ENSSG372464434,98,93
ENSSG346608048,96,94
ENSSG729709223,104,106
ENSSG086713088,111,106
ENSSG223251029,91,93
ENSSG252185185,95,99
ENSSG935595640,103,98
ENSSG405108161,104,101
ENSSG276983016,94,47
ENSSG999667249,110,105
ENSSG281430950,101,99
ENSSG153361965,92,95
ENSSG883415712,111,106
ENSSG711871957,95,97
ENSSG897551512,102,97
ENSSG553829378,95,94
ENSSG493254339,98,101
ENSSG047966850,111,106
ENSSG215653635,96,101
ENSSG834907890,90,89
ENSSG778109206,92,92
ENSSG704348631,99,95
ENSSG234823530,94,98
ENSSG942189874,81,81
ENSSG795695383,95,91
ENSSG446407948,102,97
ENSSG889354310,125,130
ENSSG526479581,135,138
ENSSG261391219,123,119
ENSSG515025794,101,101
ENSSG130384928,92,92
ENSSG122829873,89,94
ENSSG931402316,99,198
ENSSG806816541,112,224
ENSSG186465427,110,105
ENSSG872330517,102,204
ENSSG922734446,90,45
ENSSG424140937,117,112
ENSSG388325354,109,54
ENSSG328525702,89,92
ENSSG038398488,95,97
ENSSG268781656,100,104
ENSSG308705209,113,110
ENSSG319013758,110,113
ENSSG370416736,99,104
ENSSG673611840,96,91
ENSSG031436686,94,93
ENSSG832511403,98,102
ENSSG609784247,106,108
ENSSG677278927,103,51
ENSSG870900993,111,106
ENSSG992594069,98,97
ENSSG750993266,100,96
ENSSG274773312,85,85
ENSSG836978252,92,93
ENSSG930196372,86,87
ENSSG423295114,100,104
ENSSG639121562,66,67
ENSSG347308449,103,51
ENSSG744362717,106,107
ENSSG308847859,109,108
ENSSG601148087,103,51
ENSSG929270352,97,48
ENSSG706385380,115,110
ENSSG523308182,88,88
ENSSG691861294,78,39
ENSSG181991597,98,100
ENSSG064101353,117,116
ENSSG297996938,109,114
ENSSG098682984,102,97
ENSSG030061302,97,48
ENSSG529720154,91,96
ENSSG035073140,116,232
ENSSG746074423,106,103
ENSSG879936411,109,106
ENSSG601946797,99,101
ENSSG293158951,103,103
ENSSG126045764,99,96
ENSSG429453660,102,100
ENSSG090553679,108,108
ENSSG341176026,105,103
ENSSG879902069,96,192
ENSSG594307615,95,99
ENSSG362936679,95,90
ENSSG739728117,84,84
ENSSG155894615,84,88
ENSSG305990394,98,99
ENSSG835590467,105,104
ENSSG826121690,102,102
ENSSG595850399,100,102
ENSSG577590786,97,92
ENSSG581004790,100,104
ENSSG337851719,92,94
ENSSG756364465,105,106
ENSSG564381790,86,84
ENSSG410708210,81,82
ENSSG106818083,95,99
ENSSG398600100,119,123
ENSSG669916773,93,95
ENSSG920844468,105,100
ENSSG146913761,112,113
ENSSG771394710,98,98
ENSSG191313923,111,109
ENSSG554986569,114,111
ENSSG185287501,77,72
ENSSG649651343,104,106
ENSSG795371536,113,114
ENSSG888348040,103,107
ENSSG596439875,84,79
ENSSG452120950,78,83
ENSSG774355017,102,97
ENSSG722579907,85,88
ENSSG241400974,94,89
ENSSG839638366,97,98
ENSSG916026911,90,92
ENSSG623689848,105,110
ENSSG757676110,108,113
ENSSG427183374,95,100
ENSSG627947905,112,117
ENSSG772799421,83,78
ENSSG382192665,107,106
ENSSG977372112,107,108
ENSSG053335970,97,194
ENSSG466775370,95,99
ENSSG114505607,112,111
ENSSG996740080,91,86
ENSSG326631859,114,111
ENSSG674932202,114,117
ENSSG602976443,87,92
ENSSG686266065,113,111
ENSSG017140893,105,210
ENSSG320680166,90,91
ENSSG556357863,107,109
ENSSG989835153,86,83
ENSSG431929342,89,84
ENSSG351450078,99,98
ENSSG511599150,93,96
ENSSG764270456,103,104
ENSSG625031273,78,81
ENSSG336909505,98,95
ENSSG871169905,85,84
ENSSG596417469,84,85
ENSSG792247118,87,82
ENSSG707909712,94,47
ENSSG241980334,121,121
ENSSG614719082,91,94
ENSSG260155623,89,92
ENSSG001492762,104,103
ENSSG449181875,112,115
ENSSG886524264,102,102
ENSSG643414611,105,101
ENSSG600590476,117,116
ENSSG929306124,104,107
ENSSG526662505,95,92
ENSSG046570260,102,98
ENSSG314601296,110,110
ENSSG769594042,94,92
ENSSG732039865,97,97
ENSSG845154469,93,92
ENSSG702549859,121,242
ENSSG207793983,90,92
ENSSG792192477,108,111
ENSSG852911915,108,104
ENSSG046784947,109,108
ENSSG449568701,93,91
ENSSG370753136,82,87
ENSSG922291970,100,98
ENSSG677275639,89,90
ENSSG018665499,101,50
ENSSG901181464,118,114
ENSSG999924541,98,100
ENSSG996923664,108,54
ENSSG704966800,75,74
ENSSG657636678,106,101
ENSSG326136063,88,176
ENSSG830836529,97,94
ENSSG758859557,103,105
ENSSG396134704,94,95
ENSSG216860931,113,111
ENSSG773173140,106,53
ENSSG784682860,101,96
ENSSG113887938,97,99
ENSSG945158758,90,89
ENSSG252618349,119,114
ENSSG094025477,96,94
ENSSG651918706,90,90
ENSSG698761722,98,98
ENSSG933222046,87,88
ENSSG750604004,95,94
ENSSG348493538,97,98
ENSSG691837848,95,96
ENSSG348192124,90,87
ENSSG471436299,94,47
ENSSG021202273,100,102
ENSSG820955993,89,90
ENSSG569856521,95,91
ENSSG911097603,104,105
ENSSG155709938,98,49
ENSSG186480159,100,103
ENSSG928931321,88,86
ENSSG231301267,96,98
ENSSG783020225,98,101
ENSSG250436517,111,113
ENSSG337881914,108,108
ENSSG156040649,86,90
ENSSG685260351,96,97
ENSSG212715086,93,88
ENSSG197286717,94,93
ENSSG696663342,101,101
ENSSG493897016,106,101
ENSSG618881101,96,192
ENSSG802030168,104,107
ENSSG399514961,111,115
ENSSG121023405,110,105
ENSSG396478300,108,108
ENSSG828029265,98,99
ENSSG489516789,111,111
ENSSG229715882,73,77
ENSSG958394447,107,105
ENSSG112069891,93,186
ENSSG207912340,104,100
ENSSG694442328,110,220
ENSSG365412850,93,94
ENSSG936470255,101,97
ENSSG763445960,102,97
ENSSG360283736,75,75
ENSSG789593311,101,100
ENSSG731243412,91,95
ENSSG051551494,101,105
ENSSG947058226,94,98
ENSSG707146453,94,93
ENSSG820361373,110,112
ENSSG621925683,94,93
ENSSG041642906,93,92
ENSSG494656726,95,90
ENSSG725374647,91,91
ENSSG943828223,103,101
ENSSG011254387,101,103
ENSSG665007933,100,105
ENSSG807544012,101,103
ENSSG701376775,111,106
ENSSG533006778,97,98
ENSSG033125462,99,101
ENSSG347336929,98,95
ENSSG893116100,95,95
ENSSG890979592,102,101
ENSSG208339662,81,162
ENSSG432062648,111,110
ENSSG283992674,121,116
ENSSG722930926,95,100
ENSSG079353857,92,93
ENSSG493736503,94,93
ENSSG042499048,98,100
ENSSG363510284,120,121
ENSSG098720732,98,102
ENSSG580978507,96,91
ENSSG168499982,89,89
ENSSG515557597,103,99
ENSSG626537220,102,105
ENSSG228311384,104,106
ENSSG895473346,88,89
ENSSG498093773,100,102
ENSSG278814532,102,204
ENSSG040842861,90,95
ENSSG710444964,90,86
ENSSG648558354,98,95
ENSSG428869102,102,98
ENSSG192860227,97,93
ENSSG712616874,101,100
ENSSG798415162,111,109
ENSSG091118878,98,101
ENSSG563014333,98,95
ENSSG089059835,94,89
ENSSG038676415,88,83
ENSSG030762580,104,109
ENSSG630257179,103,101
ENSSG782297449,112,107
ENSSG196384522,88,44
ENSSG253106675,96,98
ENSSG852525962,134,135
ENSSG427563484,103,105
ENSSG627065765,127,127
ENSSG374692762,97,102
ENSSG038167706,106,101
ENSSG716541570,102,106
ENSSG324258600,99,97
ENSSG444200869,86,90
ENSSG305502020,102,98
ENSSG908700731,92,87
ENSSG432332029,110,113
ENSSG351760922,115,112
ENSSG327797784,120,123
ENSSG640360929,101,102
ENSSG809174597,101,106
ENSSG514623492,97,101
ENSSG181635468,113,56
ENSSG970584839,81,162
ENSSG168531014,96,92
ENSSG963843984,70,66
ENSSG687314817,104,105
ENSSG797826216,99,100
ENSSG254863718,120,118
ENSSG247208781,101,96
ENSSG216727055,95,94
ENSSG158736199,114,112
ENSSG132047462,95,91
ENSSG339559783,86,81
ENSSG481536064,98,96
ENSSG824538165,107,53
ENSSG985002529,97,96
ENSSG960237130,91,45
ENSSG249113332,104,99
ENSSG400023612,95,99
ENSSG762898837,100,100
ENSSG754362361,95,90
ENSSG709098601,102,99
ENSSG765644329,90,90
ENSSG141128501,120,119
ENSSG833979286,111,114
ENSSG178736871,97,100
ENSSG182396146,96,97
ENSSG699899060,100,99
ENSSG194352506,109,113
ENSSG585638851,77,76
ENSSG229025084,113,113
ENSSG734096260,103,106
ENSSG687042935,107,111
ENSSG948441921,106,107
ENSSG899287453,90,95
ENSSG213272805,81,77
ENSSG430284203,80,84
ENSSG737923108,115,230
ENSSG527641160,95,94
ENSSG450129352,91,90
ENSSG575995780,103,107
ENSSG918139549,85,85
ENSSG856863577,90,87
ENSSG981077851,111,55
ENSSG122232592,78,39
ENSSG014790325,117,120
ENSSG801315306,112,109
ENSSG782654785,105,210
ENSSG076164404,106,104
ENSSG556070089,92,92
ENSSG666523821,90,93
ENSSG832552886,86,84
ENSSG846857168,113,110
ENSSG044680715,90,45
ENSSG457496490,111,222
ENSSG780909007,111,55
ENSSG649793000,90,88
ENSSG198614023,109,54
ENSSG022265368,109,108
ENSSG917134338,87,87
ENSSG761619735,110,108
ENSSG904626579,101,99
ENSSG647348887,114,118
ENSSG138106379,120,122
ENSSG494042541,94,94
ENSSG039101325,87,85
ENSSG592595520,93,94
ENSSG347117904,84,81
ENSSG832822681,105,108
ENSSG999691068,96,99
ENSSG983315566,104,100
ENSSG091412335,79,83
ENSSG863488816,101,106
ENSSG932244806,88,93
ENSSG282606231,79,80
ENSSG420910075,113,226
ENSSG623481689,111,55
ENSSG108937864,98,99
ENSSG685560224,115,115
ENSSG521542174,95,47
ENSSG283820233,123,122
ENSSG981439645,98,49
ENSSG009758728,101,106
ENSSG678711925,114,109
ENSSG344267542,96,94
ENSSG826327697,79,79
ENSSG852525554,96,92
ENSSG257796462,98,97
ENSSG949526267,100,102
ENSSG400214734,107,107
ENSSG475994789,99,100
ENSSG305774571,97,93
ENSSG712764998,95,91
ENSSG283312894,68,71
ENSSG798406269,99,98
ENSSG802720972,102,107
ENSSG661326767,110,105
ENSSG752496163,100,104
ENSSG432720596,105,106
ENSSG772424916,118,117
ENSSG953234360,92,92
ENSSG808744036,99,101
ENSSG481722454,81,86
ENSSG713119977,109,54
ENSSG618976299,85,84
ENSSG512965412,87,84
ENSSG414432113,91,182
ENSSG924669943,103,106
ENSSG038299383,88,83
ENSSG700877735,108,106
ENSSG151029498,94,99
ENSSG579773273,89,89
ENSSG623722552,88,176
ENSSG069684285,90,91
ENSSG166893085,84,87
ENSSG463657295,103,103
ENSSG564209741,88,87
ENSSG079055657,106,106
ENSSG381836917,101,96
ENSSG792962675,81,78
ENSSG815796054,105,103
ENSSG774469318,99,96
ENSSG887542531,100,105
ENSSG266845538,93,91
ENSSG535977333,113,109
ENSSG590547068,101,101
ENSSG257640438,100,103
ENSSG222577649,104,104
ENSSG390298027,103,99
ENSSG630193127,103,105
ENSSG353333044,98,103
ENSSG506942042,92,94
ENSSG439530076,91,86
ENSSG550392583,93,91
ENSSG397047423,99,100
ENSSG770570321,98,49
ENSSG281092955,98,99
ENSSG625417622,104,103
ENSSG223502289,108,106
ENSSG586301941,108,112
ENSSG311441486,90,95
ENSSG818296605,95,91
ENSSG313753728,101,202
ENSSG528541374,93,92
ENSSG052848558,120,123
ENSSG903311445,98,98
ENSSG119204729,122,123
ENSSG145578728,121,126
ENSSG937483321,92,46
ENSSG365366233,111,222
ENSSG265461569,109,111
ENSSG964035456,90,85
ENSSG793009391,106,109
ENSSG569667890,109,113
ENSSG126922367,100,102
ENSSG939760031,76,78
ENSSG721253475,105,108
ENSSG112241182,116,111
ENSSG429590512,95,91
ENSSG088084191,107,105
ENSSG977219782,101,98
ENSSG329006305,101,202
ENSSG488550254,89,85
ENSSG533913875,95,93
ENSSG439066594,89,93
ENSSG123829748,90,93
ENSSG985161224,105,110
ENSSG817989238,102,204
ENSSG106797820,110,112
ENSSG076077777,105,102
ENSSG526972212,97,101
ENSSG418141025,93,92
ENSSG385508959,91,86
ENSSG978227224,93,91
ENSSG833595250,80,85
ENSSG390397114,102,105
ENSSG987978327,108,113
ENSSG164508729,100,100
ENSSG780738942,99,95
ENSSG242079171,93,94
ENSSG692663363,98,97
ENSSG649241602,72,71
ENSSG348360806,98,94
ENSSG252221486,104,104
ENSSG910849884,101,97
ENSSG026480246,90,180
ENSSG772298856,101,50
ENSSG291667712,94,94
ENSSG479619627,110,113
ENSSG567712219,113,111
ENSSG639762567,126,129
ENSSG843275799,98,94
ENSSG922471864,90,88
ENSSG259960201,111,111
ENSSG183052581,91,86
ENSSG063980628,103,99
ENSSG941540051,110,111
ENSSG844792816,114,115
ENSSG636311766,91,86
ENSSG400790455,110,108
ENSSG358017783,104,102
ENSSG202063417,92,91
ENSSG018815742,94,89
ENSSG703293914,87,91
ENSSG091102060,105,52
ENSSG683937220,91,91
ENSSG974963988,118,120
ENSSG834764979,100,101
ENSSG492643646,97,95
ENSSG938428282,81,83
ENSSG191895126,88,87
ENSSG937555498,92,90
ENSSG409132553,109,108
ENSSG047854367,98,95
ENSSG218535383,98,98
ENSSG058503702,87,88
ENSSG671533273,105,101
ENSSG435436949,111,55
ENSSG219187435,94,95
ENSSG208529350,91,87
ENSSG172773970,98,103
ENSSG311961396,103,206
ENSSG071364831,109,106
ENSSG752282363,100,99
ENSSG528662697,104,108
ENSSG286513432,93,94
ENSSG325700090,97,96
ENSSG362439257,103,100
ENSSG775762884,82,87
ENSSG253070346,109,108
ENSSG318362041,105,108
ENSSG199922895,105,52
ENSSG332707688,93,97
ENSSG736022281,101,99
ENSSG776911664,102,97
ENSSG174101869,102,101
ENSSG743625313,93,46
ENSSG214797327,97,101
ENSSG820065107,94,89
ENSSG874953517,103,101
ENSSG639984030,121,60
ENSSG408253983,105,100
ENSSG151078480,109,113
ENSSG505794949,110,105
ENSSG126850213,117,115
ENSSG035990384,99,99
ENSSG699697329,93,186
ENSSG364421845,84,81
ENSSG896252384,106,102
ENSSG427256082,100,95
ENSSG950983370,97,93
ENSSG455610179,96,93
ENSSG581632676,93,95
ENSSG804933516,91,89
ENSSG468511685,93,98
ENSSG296109635,91,86
ENSSG984216177,104,109
ENSSG112787561,87,89
ENSSG052351892,88,86
ENSSG873395263,81,162
ENSSG938677116,116,120
ENSSG637030355,91,89
ENSSG626967930,123,127
ENSSG813646103,101,105
ENSSG872503158,106,109
ENSSG296664714,105,101
ENSSG915980177,83,82
ENSSG466347090,101,103
ENSSG036862529,88,93
ENSSG165148438,120,125
ENSSG750334342,86,86
ENSSG579726033,96,100
ENSSG370330419,100,98
ENSSG451376169,96,97
ENSSG115976175,101,101
ENSSG785796537,105,106
ENSSG099175568,104,101
ENSSG227893771,99,95
ENSSG417736107,99,103
ENSSG513178322,97,97
ENSSG887615439,106,53
ENSSG381647903,81,86
ENSSG682787884,105,106
ENSSG751164877,100,102
ENSSG337798015,100,95
ENSSG456985684,95,190
ENSSG122550710,77,72
ENSSG785400603,85,89
ENSSG624877041,93,93
ENSSG120724909,104,105
ENSSG121528991,101,102
ENSSG478033183,108,113
ENSSG150991505,102,106
ENSSG007837329,100,95
ENSSG336075922,100,102
ENSSG579285290,126,126
ENSSG048480459,96,98
ENSSG294320978,97,95
ENSSG465941894,100,95
ENSSG157519721,100,102
ENSSG049642991,95,94
ENSSG604114427,98,103
ENSSG551794776,94,89
ENSSG588960479,111,108
ENSSG989756456,104,108
ENSSG616039553,90,88
ENSSG817695823,92,46
ENSSG846394438,115,116
ENSSG058485483,107,108
